ax,ay,az,gx,gy,gz,class_label
0.042212,-0.052948,1.008208,-0.63,-0.2275,-0.2975,0
0.038796,-0.05368,1.006744,-0.63,-0.2975,-0.2275,0
0.042944,-0.050508,1.004548,-0.8225,-0.0525,-0.4375,0
0.044896,-0.051728,1.005036,-0.7525,0.0525,-0.35,0
0.045384,-0.049288,1.006988,-0.6825,-0.07,-0.21,0
0.037576,-0.051728,1.006988,-0.7875,-0.1225,-0.2975,0
0.038796,-0.048312,1.00528,-0.7875,-0.1225,-0.2625,0
0.042944,-0.048556,1.006988,-0.77,-0.0875,-0.3325,0
0.044408,-0.052216,1.005768,-0.735,-0.07,-0.35,0
0.043188,-0.052704,1.004792,-0.6475,-0.0875,-0.2625,0
0.042456,-0.050508,1.005036,-0.63,-0.14,-0.28,0
0.039284,-0.05002,1.004304,-0.595,0,-0.2975,0
0.040748,-0.050752,1.004548,-0.525,0,-0.315,0
0.042212,-0.0488,1.00406,-0.6125,0,-0.28,0
0.044164,-0.052948,1.006744,-0.63,-0.07,-0.2275,0
0.039772,-0.05002,1.005524,-0.63,-0.105,-0.315,0
0.040748,-0.05368,1.007232,-0.6125,-0.0875,-0.21,0
0.045628,-0.051972,1.00894,-0.6475,-0.07,-0.2975,0
0.044408,-0.048556,1.008208,-0.735,-0.21,-0.2625,0
0.041724,-0.051728,1.004792,-0.5775,-0.245,-0.28,0
0.0427,-0.048556,1.005768,-0.8225,0,-0.245,0
0.041968,-0.050508,1.00894,-0.6825,-0.0875,-0.2625,0
0.042944,-0.051484,1.006988,-0.6475,0.035,-0.315,0
0.045628,-0.052216,1.005524,-0.63,-0.0875,-0.315,0
0.037332,-0.054656,1.005524,-0.5775,-0.2625,-0.245,0
0.038308,-0.050996,1.006988,-0.5075,-0.315,-0.2275,0
0.038308,-0.052216,1.006012,-0.7175,-0.0875,-0.2975,0
0.042212,-0.048068,1.006988,-0.6825,-0.0175,-0.21,0
0.044408,-0.05002,1.008696,-0.6125,-0.035,-0.3325,0
0.043432,-0.050264,1.005524,-0.7525,-0.1575,-0.2975,0
0.040992,-0.047824,1.00772,-0.7,-0.1925,-0.2625,0
0.038796,-0.05246,1.006744,-0.63,-0.175,-0.28,0
0.040748,-0.049044,1.00528,-0.735,-0.105,-0.245,0
0.040748,-0.050508,1.0065,-0.665,-0.105,-0.2975,0
0.042944,-0.049288,1.007476,-0.6475,-0.07,-0.2975,0
