ax,ay,az,gx,gy,gz,class_label
-0.06954,0.086132,1.22122,3.08,3.5,3.29,2
-0.050508,0.213256,0.984784,-14.105,7.805,-3.885,2
-0.158112,0.253272,0.598044,-27.8425,5.53,-7.4375,2
-0.13298,0.172996,0.533872,-16.38,9.1875,-4.62,2
0.265472,-0.334524,1.146312,-6.195,6.23,-2.3625,2
0.214476,-0.223992,0.960628,6.09,-9.625,0.07,2
0.330376,-0.240096,1.33956,16.8875,-10.2025,4.48,2
0.087596,-0.0976,1.281732,22.575,-11.095,6.545,2
0.094428,-0.198372,1.455948,15.4525,-2.59,4.2,2
0.036112,0.309148,1.214876,-11.5325,-3.43,-0.7,2
-0.159088,0.115656,0.71492,-7.7525,0.7525,-2.1,2
-0.267912,0.368196,0.710528,-17.2725,8.2075,-2.7475,2
0.005856,-0.091744,0.660752,-9.765,2.5725,-3.99,2
0.066856,-0.37942,0.68442,-19.5475,-2.8,-5.7225,2
0.061,-0.338428,0.744932,22.1725,-0.7525,3.85,2
0.30378,-0.337208,1.638704,7.4375,-6.1425,2.59,2
0.235216,-0.302316,1.3603,25.0425,-9.66,5.0925,2
0.22814,-0.02196,1.610888,2.0825,-9.8875,1.2425,2
-0.110532,0.12322,0.963312,11.2875,-7.77,4.83,2
-0.06344,0.05734,1.050664,-3.5175,8.645,-0.2275,2
-0.164944,0.325252,0.846436,-22.8375,7.42,-5.6875,2
-0.044896,0.007808,0.633912,-21.1925,9.9925,-6.475,2
-0.118828,0.255468,0.53924,-22.26,3.5525,-6.055,2
-0.002196,-0.361608,0.666852,7.56,5.8975,0.595,2
0.31354,-0.282796,1.29564,2.6075,0.9975,0.7,2
0.30256,-0.39284,1.4152,11.48,-9.8875,1.82,2
-0.164456,-0.039528,0.805932,-21.595,10.15,-6.7725,2
-0.058072,0.164456,0.53192,-17.9375,1.7325,-5.39,2
0.04514,-0.405284,0.714188,-18.83,2.38,-6.02,2
-0.005124,-0.2928,0.593896,9.2575,-1.2075,2.2925,2
0.315736,-0.399428,1.55062,13.1775,-1.295,2.625,2
0.277184,-0.27206,1.422276,14.2625,-12.775,3.885,2
0.2684,-0.08052,1.606252,17.0275,-9.275,4.7425,2
-0.049288,0.069296,1.184376,3.4825,-11.5325,3.605,2
-0.0366,-0.03904,0.998448,11.445,7.595,2.765,2
-0.114436,0.241316,1.095804,-25.515,5.18,-7.105,2
-0.11346,0.128344,0.549732,-14.5075,9.975,-4.2875,2
-0.112484,0.214232,0.586576,-28.315,5.985,-7.875,2
-0.08784,-0.227896,0.546072,5.7925,7.8575,0.245,2
0.324032,-0.385276,1.338584,-2.45,3.78,-1.12,2
0.269864,-0.300364,1.105808,12.39,-11.095,1.6625,2
0.361608,-0.195444,1.484008,14.5775,-11.5675,0.245,2
0.04514,-0.04514,1.210484,23.17,-11.305,6.8075,2
0.06588,-0.147376,1.396412,11.585,0.175,3.6925,2
-0.00732,0.372588,1.142896,-15.05,-0.3675,6.6325,2
-0.144936,0.134444,1.300276,-13.7025,3.5875,-3.8675,2
-0.262056,0.393084,0.615612,-19.6875,8.085,-3.99,2
-0.111752,-0.172264,0.611952,-6.1775,11.865,-5.005,2
0.126148,-0.07564,0.558272,-15.1025,7.175,-4.2,2
0.120048,-0.24034,0.892308,-1.155,-3.815,-2.0125,2
0.200812,-0.277916,0.96746,9.765,-8.9775,-2.8525,2
0.172996,-0.26718,1.038952,26.7925,-6.4575,5.95,2
0.15494,-0.210816,1.555012,11.1475,-7.9625,4.235,2
0.114924,0.155916,1.29686,6.755,-5.3375,6.65,2
